level_0,mid,value_col,iso_code,model_type,R2,MAE,MSE,RMSE,R2_train,MAE_train,MSE_train,RMSE_train,Year,lower,upper,transform,country_name,continent,excess,excess_category
121,11.0,15,OMN,POISSON,,3.589316076432965,3.589316076432965,12.883189896540134,0.2686766781361847,1.7346907560904925,2.072391889795074,4.294808144888399,2020,,,normal - no transformation,Oman,Asia,4.0,1. 0 to <100
24,0.0,4,BGR,POISSON,,3.937583209176637,3.937583209176637,15.504561529189782,0.9725177564182828,1.1040787994522385,1.3356609644416453,1.7839902119331859,2020,,,normal - no transformation,Bulgaria,Europe,4.0,1. 0 to <100
42,5.0,9,CYP,Bayesian_ridge,,4.136301984081606,4.136301984081606,17.108994103517432,3.152921597660008e-05,1.053623095241985,1.2453800647616904,1.550971505705832,2020,,,normal - no transformation,Cyprus,Asia,4.0,1. 0 to <100
129,6.0,10,PRT,POISSON,,3.6173436544877404,3.6173436544877404,13.085175114662722,0.8641744727814923,1.2002558713723739,1.3547967021450125,1.8354741041430016,2020,,,normal - no transformation,Portugal,Europe,4.0,1. 0 to <100
168,0.0,5,TTO,POISSON,,4.582683364996228,4.582683364996228,21.000986823813154,0.9885789727452952,0.8066621393336231,0.9946607372223166,0.9893499821716424,2020,,,normal - no transformation,Trinidad and Tobago,North America,5.0,1. 0 to <100
16,4.0,9,BLZ,POISSON,,5.269723521579891,5.269723521579891,27.76998599389237,0.32946483628559653,0.8754167987862185,1.157100179264273,1.3388808248534128,2020,,,normal - no transformation,Belize,North America,5.0,1. 0 to <100
83,95.0,100,JOR,Bayesian_ridge,,5.370074635819037,5.370074635819037,28.837701594266964,0.3135679511779025,4.746468508511719,5.739318138975572,32.93977270037403,2020,,,normal - no transformation,Jordan,Asia,5.0,1. 0 to <100
47,51.0,56,DJI,Bayesian_ARD,,4.621040475586597,4.621040475586597,21.3540150770096,0.7608271434520116,14.127806848153133,16.444521987287484,270.4223033903815,2020,,,normal - no transformation,Djibouti,Africa,5.0,1. 0 to <100
80,13.0,19,ITA,POISSON,,5.644017484937649,5.644017484937649,31.854933370281906,0.985985689641993,2.528540478671015,2.9908531790447874,8.945202738602312,2020,,,normal - no transformation,Italy,Europe,6.0,1. 0 to <100
72,8.0,14,HUN,POISSON,,5.554717945987932,5.554717945987932,30.85489145948039,0.8078024823967513,2.5749820588428647,2.899664297016874,8.408053035394362,2020,,,normal - no transformation,Hungary,Europe,6.0,1. 0 to <100
156,5.0,11,SUR,Bayesian_ridge,,5.667888695948477,5.667888695948477,32.12496226966053,0.9717129917073184,2.011917802638488,2.3689765890625987,5.612050079526664,2020,,,normal - no transformation,Suriname,South America,6.0,1. 0 to <100
130,3.0,9,PRI,Bayesian_ARD,,5.7087186933364364,5.7087186933364364,32.58946911964887,0.9736788605692484,0.6390035779044151,0.8409586285166111,0.7072114148765394,2020,,,normal - no transformation,Puerto Rico,North America,6.0,1. 0 to <100
69,11.0,18,GUY,POISSON,,7.190572543319831,7.190572543319831,51.70433350074503,0.9896065932931714,1.2665817005684603,1.5872497553111375,2.5193617857352657,2020,,,normal - no transformation,Guyana,South America,7.0,1. 0 to <100
20,-5.0,2,BIH,POISSON,,7.0429372168432565,7.0429372168432565,49.60296464039583,0.9672196090696316,1.13696182825532,1.7465459519341282,3.0504227622174898,2020,,,normal - no transformation,Bosnia and Herzegovina,Europe,7.0,1. 0 to <100
100,-3.0,4,MDV,POISSON,,6.582798758694707,6.582798758694707,43.33323949747258,0.9504932705343938,1.6287814201428465,1.9165165283497094,3.6730356034376226,2020,,,normal - no transformation,Maldives,Asia,7.0,1. 0 to <100
6,2.0,10,ARM,POISSON,,7.647177219360401,7.647177219360401,58.47931942430468,0.9666349629754275,1.8570091469205172,2.283666421768436,5.215132325912651,2020,,,normal - no transformation,Armenia,Asia,8.0,1. 0 to <100
1,-6.0,2,ALB,POISSON,,8.314659227912216,8.314659227912216,69.13355807630577,0.990712600950167,0.8616106584292016,1.0775713012542205,1.161159909286714,2020,,,normal - no transformation,Albania,Europe,8.0,1. 0 to <100
104,2.0,11,MUS,POISSON,,9.355990009658854,9.355990009658854,87.53454906083627,0.958693848083676,1.219554876218646,1.3887438649563615,1.928609522453933,2020,,,normal - no transformation,Mauritius,Africa,9.0,1. 0 to <100
62,25.0,34,DEU,POISSON,,8.931828631018561,8.931828631018561,79.77756269388291,0.9289219484831921,3.2782518322665886,4.804418556611256,23.082437667110582,2020,,,normal - no transformation,Germany,Europe,9.0,1. 0 to <100
133,-5.0,5,MDA,POISSON,,10.428485235773223,10.428485235773223,108.7533043127401,0.9210335114777931,3.7526619973220274,5.401775739440597,29.179181139209014,2020,,,normal - no transformation,"Moldova, Republic of",Europe,10.0,1. 0 to <100
58,44.0,54,FRA,POISSON,,9.595261057686002,9.595261057686002,92.0690347651455,0.8948579551154515,6.818332689933107,8.060634934518358,64.97383554757778,2020,,,normal - no transformation,France,Europe,10.0,1. 0 to <100
79,-6.0,5,ISR,POISSON,,10.680031425165907,10.680031425165907,114.06307124253132,0.9440836780310644,2.649837662102553,3.234962024176816,10.464979297866162,2020,,,normal - no transformation,Israel,Asia,11.0,1. 0 to <100
27,-7.0,4,CPV,POISSON,,11.167082830205345,11.167082830205345,124.70373893666702,0.9853578128579175,1.5748983173000015,1.9692861274156146,3.8780878516315886,2020,,,normal - no transformation,Cabo Verde,Africa,11.0,1. 0 to <100
91,6.0,18,LBN,POISSON,,12.306588318541344,12.306588318541344,151.45211604205826,0.8658133639619383,4.949043585198323,6.285316451084356,39.505202890271654,2020,,,normal - no transformation,Lebanon,Asia,12.0,1. 0 to <100
41,28.0,42,CUB,POISSON,,14.37873953990038,14.37873953990038,206.7481507562946,0.9206770249178904,6.64528045154539,7.877370830904168,62.052971207579816,2020,,,normal - no transformation,Cuba,North America,14.0,1. 0 to <100
21,100.0,115,BWA,Bayesian_ARD,,14.599527255193522,14.599527255193522,213.14619607513848,2.4340885984575067e-07,12.765745802034715,17.014613495197985,289.4970723909734,2020,,,normal - no transformation,Botswana,Africa,15.0,1. 0 to <100
14,-15.0,1,BLR,POISSON,,16.488068161348565,16.488068161348565,271.85639169327624,0.9427297851730976,3.810396814217867,5.70933649703929,32.59652323642487,2020,,,normal - no transformation,Belarus,Europe,16.0,1. 0 to <100
160,105.0,121,SYR,POISSON,,15.741821641191564,15.741821641191564,247.80494858308705,0.8346428591892875,11.368524172522884,13.982447365004154,195.50883431511159,2020,,,normal - no transformation,Syrian Arab Republic,Asia,16.0,1. 0 to <100
9,36.0,54,AZE,Bayesian_ARD,,18.492219098141504,18.492219098141504,341.9621671736694,0.9390467731025177,4.953841091322465,6.057199265538483,36.68966294243994,2020,,,normal - no transformation,Azerbaijan,Asia,18.0,1. 0 to <100
99,89.0,108,MYS,Bayesian_ridge,,19.054014323124647,19.054014323124647,363.05546182583925,0.9336118592114766,11.167247620235191,13.570630170076093,184.1620032129795,2020,,,normal - no transformation,Malaysia,Asia,19.0,1. 0 to <100
82,17.0,36,JPN,POISSON,,19.350739567582423,19.350739567582423,374.45112181239995,0.9790335293406666,3.817146979889586,7.355053684740388,54.09681470541316,2020,,,normal - no transformation,Japan,Asia,19.0,1. 0 to <100
66,342.0,362,GTM,Bayesian_ARD,,19.914644628504902,19.914644628504902,396.59307067963914,0.9568313185210069,28.150125912197318,34.535807274714664,1192.7219841162341,2020,,,normal - no transformation,Guatemala,North America,20.0,1. 0 to <100
140,85.0,108,SAU,POISSON,,23.381987897904764,23.381987897904764,546.7173580577648,0.8494551116688128,7.373192350871095,9.769329868921337,95.4398060877986,2020,,,normal - no transformation,Saudi Arabia,Asia,23.0,1. 0 to <100
107,4.0,29,MNG,POISSON,,24.552752009782125,24.552752009782125,602.8376312538602,0.9589994347094121,7.378522001462145,9.218718285084908,84.98476681975882,2020,,,normal - no transformation,Mongolia,Asia,25.0,1. 0 to <100
171,-19.0,7,TKM,POISSON,,26.36410626527868,26.36410626527868,695.0660991669065,0.9635655861086246,4.822173063999158,7.13896873116541,50.96487454455747,2020,,,normal - no transformation,Turkmenistan,Asia,26.0,1. 0 to <100
128,-19.0,7,POL,POISSON,,25.95115023420476,25.95115023420476,673.4621984782658,0.972686366249536,3.8044422158643525,6.005808698451055,36.069738122390355,2020,,,normal - no transformation,Poland,Europe,26.0,1. 0 to <100
59,116.0,143,GAB,POISSON,,26.61604003107027,26.61604003107027,708.4135869355351,0.2439997506223709,13.635718610595962,15.635421710633754,244.46641206935732,2020,,,normal - no transformation,Gabon,Africa,27.0,1. 0 to <100
161,17.0,44,TJK,Bayesian_ARD,,27.35353726237554,27.35353726237554,748.2160007641671,0.9137702688776994,15.893089923353806,19.69072804267677,387.72477085065736,2020,,,normal - no transformation,Tajikistan,Asia,27.0,1. 0 to <100
169,42.0,74,TUN,POISSON,,31.731123646446576,31.731123646446576,1006.8642078660811,0.8902608204813193,14.97658861029424,19.358319060824627,374.74451686068613,2020,,,normal - no transformation,Tunisia,Africa,32.0,1. 0 to <100
18,-27.0,6,BTN,POISSON,,32.951451251774415,32.951451251774415,1085.7981395980657,0.9820806331883204,3.806114357424053,6.694484070874518,44.81611697519266,2020,,,normal - no transformation,Bhutan,Asia,33.0,1. 0 to <100
5,253.0,286,ARG,Bayesian_ARD,,33.11890009925992,33.11890009925992,1096.8615437847586,0.9483803452389388,21.827922458431775,29.170925376659927,850.9428873306621,2020,,,normal - no transformation,Argentina,South America,33.0,1. 0 to <100
33,1.0,34,CHL,POISSON,,33.30934812896521,33.30934812896521,1109.5126727765983,0.9849989554465156,5.314509393276869,6.930321244036459,48.02935254554305,2020,,,normal - no transformation,Chile,South America,33.0,1. 0 to <100
125,60.0,99,PRY,Bayesian_ARD,,39.10272725035429,39.10272725035429,1529.0232784156,0.9643720756555301,13.141170480384607,15.326324216327434,234.89621398398475,2020,,,normal - no transformation,Paraguay,South America,39.0,1. 0 to <100
116,67.0,110,NIC,POISSON,,42.86138358064272,42.86138358064272,1837.0982024469897,0.976730489766303,11.097012156645288,14.101113542405097,198.8414031358004,2020,,,normal - no transformation,Nicaragua,North America,43.0,1. 0 to <100
165,23.0,67,TLS,Bayesian_ARD,,43.53007186669129,43.53007186669129,1894.8671567193082,0.9698781001746701,17.17871130587872,23.39824876528399,547.4780452821138,2020,,,normal - no transformation,Timor-Leste,,44.0,1. 0 to <100
68,417.0,464,GNB,Bayesian_ARD,,47.18492406878431,47.18492406878431,2226.417059376941,0.822869130968144,34.686575767498084,44.16488185017316,1950.5367888397545,2020,,,normal - no transformation,Guinea-Bissau,Africa,47.0,1. 0 to <100
89,152.0,207,LAO,Bayesian_ARD,,55.34194812003989,55.34194812003989,3062.7312217211866,0.9814245726249404,46.90345907628112,56.058800153593694,3142.589074660556,2020,,,normal - no transformation,Lao People's Democratic Republic,Asia,55.0,1. 0 to <100
132,-32.0,24,KOR,POISSON,,56.076755926658734,56.076755926658734,3144.6025552580554,0.984575733948757,7.1791623830773705,10.280571153641713,105.69014324509008,2020,,,normal - no transformation,"Korea, Republic of",Asia,56.0,1. 0 to <100
48,165.0,222,DOM,POISSON,,56.80069312073647,56.80069312073647,3226.318738996079,0.5281468107675853,31.947668981408892,38.47677110431566,1480.4619146139007,2020,,,normal - no transformation,Dominican Republic,North America,57.0,1. 0 to <100
117,4838.0,4896,NER,Bayesian_ARD,,58.086766500586236,58.086766500586236,3374.0724424936275,9.920617359271411e-06,329.7339376775845,386.5196970885794,149397.47623744715,2020,,,normal - no transformation,Niger,Africa,58.0,1. 0 to <100
52,45.0,106,GNQ,POISSON,,60.6815216159921,60.6815216159921,3682.247065632116,0.8324412738375245,23.05900583065719,26.375280282383788,695.655409974303,2020,,,normal - no transformation,Equatorial Guinea,Africa,61.0,1. 0 to <100
71,87.0,155,HND,POISSON,,67.6708493562437,67.6708493562437,4579.34385259543,0.9229411124556268,17.120250065310472,20.82306367592974,433.5999808518245,2020,,,normal - no transformation,Honduras,North America,68.0,1. 0 to <100
170,149.0,219,TUR,POISSON,,69.57725849602866,69.57725849602866,4840.994899823193,0.9837346338485882,17.39411349286924,21.048990390833698,443.0599964734094,2020,,,normal - no transformation,Turkey,Asia,70.0,1. 0 to <100
49,124.0,197,ECU,POISSON,,73.41370434545752,73.41370434545752,5389.571985722248,0.967118577675952,17.2490523203083,27.33525617724943,747.2162302758531,2020,,,normal - no transformation,Ecuador,South America,73.0,1. 0 to <100
51,-38.0,44,SLV,POISSON,,81.65592692240898,81.65592692240898,6667.690401557796,0.9664927968136563,16.409279861600343,18.8826304397762,356.5537323251627,2020,,,normal - no transformation,El Salvador,North America,82.0,1. 0 to <100
84,-30.0,57,KAZ,POISSON,,86.73586031159721,86.73586031159721,7523.109463992903,0.9819648395799602,12.601411425134815,16.036372770740897,257.16525164216006,2020,,,normal - no transformation,Kazakhstan,Asia,87.0,1. 0 to <100
164,98.0,188,THA,POISSON,,89.57645885448437,89.57645885448437,8023.941980909131,0.9777198500911654,21.712241007358497,28.703610949380003,823.8972815333676,2020,,,normal - no transformation,Thailand,Asia,90.0,1. 0 to <100
110,1374.0,1466,MOZ,Bayesian_ARD,,91.78915586770745,91.78915586770745,8425.249134906293,0.9737498168261405,220.34602123670214,260.5910637710001,67907.70251730144,2020,,,normal - no transformation,Mozambique,Africa,92.0,1. 0 to <100
173,-38.0,56,UKR,POISSON,,94.46966900015468,94.46966900015468,8924.518360998787,0.9801535059862767,15.05518441282218,18.654016243810286,347.97232202433804,2020,,,normal - no transformation,Ukraine,Europe,94.0,1. 0 to <100
178,147.0,251,UZB,POISSON,,103.80803093165014,103.80803093165014,10776.107285906432,0.7460800875989506,44.963996539609724,55.33171996959403,3061.5992347935708,2020,,,normal - no transformation,Uzbekistan,Asia,104.0,2. 100 to <300
53,203.0,328,ERI,POISSON,,124.78023739321361,124.78023739321361,15570.107643906744,0.9497225154523041,51.02473782331621,68.31418730360573,4666.828186952126,2020,,,normal - no transformation,Eritrea,Africa,125.0,2. 100 to <300
85,7584.0,7716,KEN,Bayesian_ARD,,132.21583392619505,132.21583392619505,17481.02674079919,0.8461259330043998,188.35833785718881,234.1185639900989,54811.50200478603,2020,,,normal - no transformation,Kenya,Africa,132.0,2. 100 to <300
134,-124.0,20,ROU,POISSON,,144.44520223806467,144.44520223806467,20864.416449595403,0.9654837824397986,26.85331623419459,39.39975304159529,1552.340539738697,2020,,,normal - no transformation,Romania,Europe,144.0,2. 100 to <300
35,392.0,548,COL,POISSON,,156.26145961598377,156.26145961598377,24417.643761317726,0.9739843102242101,27.31141348158888,33.562396058231734,1126.434429169609,2020,,,normal - no transformation,Colombia,South America,156.0,2. 100 to <300
70,784.0,950,HTI,POISSON,,165.64029640199442,165.64029640199442,27436.707792140565,0.8184521567771599,111.80591562414335,129.49787968640982,16769.700843275874,2020,,,normal - no transformation,Haiti,North America,166.0,2. 100 to <300
93,881.0,1050,LBR,POISSON,,169.39221615307906,169.39221615307906,28693.72289325146,0.5288514089624355,141.08905376974954,166.2235111609863,27630.25566268654,2020,,,normal - no transformation,Liberia,Africa,169.0,2. 100 to <300
127,1765.0,1935,PHL,POISSON,,169.95738945671474,169.95738945671474,28885.514230941408,0.9463015022142758,138.34526318308454,174.9029457657924,30591.04043755172,2020,,,normal - no transformation,Philippines,Asia,170.0,2. 100 to <300
2,586.0,758,DZA,POISSON,,172.4696048869664,172.4696048869664,29745.764609866306,0.8856749174698545,108.73207928567328,132.3279208386479,17510.67863347947,2020,,,normal - no transformation,Algeria,Africa,172.0,2. 100 to <300
19,231.0,423,BOL,POISSON,,192.40603949339857,192.40603949339857,37020.08403353525,0.9775758423572914,38.54832510734597,46.90688536850745,2200.255894974299,2020,,,normal - no transformation,"Bolivia, Plurinational State of",South America,192.0,2. 100 to <300
111,1449.0,1658,MMR,POISSON,,209.21937791228993,209.21937791228993,43772.74809400559,0.9829503085596277,137.2209925741514,183.7307194831975,33756.977281813415,2020,,,normal - no transformation,Myanmar,Asia,209.0,2. 100 to <300
50,205.0,417,EGY,POISSON,,212.4373413163703,212.4373413163703,45129.62398556801,0.987794823912601,66.43564913245154,79.7997797722477,6368.004851699233,2020,,,normal - no transformation,Egypt,Africa,212.0,2. 100 to <300
26,1917.0,2151,BDI,POISSON,,234.26162927052064,234.26162927052064,54878.510948478855,0.6962412106498324,266.0237366462598,327.87034705119316,107498.96447546987,2020,,,normal - no transformation,Burundi,Africa,234.0,2. 100 to <300
28,421.0,711,KHM,Bayesian_ARD,,290.4504070027615,290.4504070027615,84361.43892806981,0.9164184857800166,178.6264535405299,209.7997526982166,44015.936232232845,2020,,,normal - no transformation,Cambodia,Asia,290.0,2. 100 to <300
136,736.0,1033,RWA,Bayesian_ARD,,296.932260883681,296.932260883681,88168.7675534944,0.3459300612059504,841.4198885919917,1764.2740111054075,3112662.7862619637,2020,,,normal - no transformation,Rwanda,Africa,297.0,2. 100 to <300
105,848.0,1159,MEX,POISSON,,310.723699234135,310.723699234135,96549.21726574517,0.8955170351585201,98.02247932940085,120.52593773648387,14526.501667258786,2020,,,normal - no transformation,Mexico,North America,311.0,3. 300 to <700
98,2117.0,2452,MWI,POISSON,,335.202311696572,335.202311696572,112360.58976672581,0.5810640573378693,408.15917241975745,484.03716720196024,234291.97923289842,2020,,,normal - no transformation,Malawi,Africa,335.0,3. 300 to <700
101,3571.0,3927,MLI,POISSON,,356.38925883376214,356.38925883376214,127013.3038120783,0.5135567829168541,261.00080294286016,320.315456380978,102601.9915965542,2020,,,normal - no transformation,Mali,Africa,356.0,3. 300 to <700
76,-87.0,274,IRN,POISSON,,360.94544586954,360.94544586954,130281.61489396101,0.9284186001345496,124.36630970346916,141.6626874410168,20068.317013011216,2020,,,normal - no transformation,"Iran, Islamic Republic of",Asia,361.0,3. 300 to <700
63,1994.0,2373,GHA,POISSON,,379.2709916513413,379.2709916513413,143846.48510819182,0.9835451765880318,90.28539625709577,105.8148778302826,11196.788370237631,2020,,,normal - no transformation,Ghana,Africa,379.0,3. 300 to <700
126,22.0,406,PER,POISSON,,384.4951815804816,384.4951815804816,147836.5446586075,0.8989813035531835,130.6638255571093,177.5007304258088,31506.50930169564,2020,,,normal - no transformation,Peru,South America,384.0,3. 300 to <700
180,815.0,1208,VEN,Gamma,,393.2265461462084,393.2265461462084,154627.1165940762,0.7075595939945771,49.06925313922811,67.7816137336709,4594.347160340563,2020,,,normal - no transformation,"Venezuela, Bolivarian Republic of",South America,393.0,3. 300 to <700
135,-268.0,197,RUS,POISSON,,464.5477038462559,464.5477038462559,215804.56914882868,0.979970287992727,61.31220744032502,92.83742667135878,8618.78779095992,2020,,,normal - no transformation,Russian Federation,Europe,465.0,3. 300 to <700
181,1269.0,1849,VNM,POISSON,,580.4445940806982,580.4445940806982,336915.92679750646,0.32444499228715007,341.9374587109739,384.1555127567903,147575.4579814325,2020,,,normal - no transformation,Viet Nam,Asia,580.0,3. 300 to <700
182,1229.0,1852,YEM,POISSON,,622.6343487919075,622.6343487919075,387673.5322955228,0.8272118565623929,174.28429600634058,210.66300501668385,44378.901682659365,2020,,,normal - no transformation,Yemen,Asia,623.0,3. 300 to <700
109,-222.0,472,MAR,POISSON,,694.1618380096916,694.1618380096916,481860.6573489933,0.9902844760984701,88.02256881580486,125.76830933750642,15817.667633614707,2020,,,normal - no transformation,Morocco,Africa,694.0,3. 300 to <700
75,6750.0,7826,IDN,POISSON,,1076.3261054235045,1076.3261054235045,1158477.8852161288,0.9595160823839344,683.439763024334,879.3286002864984,773218.7872818125,2020,,,normal - no transformation,Indonesia,Asia,1076.0,"5. Greater than 1,000"
113,-32.0,1052,NPL,POISSON,,1084.1061660608393,1084.1061660608393,1175286.1792911321,0.9881011360381404,168.66359197973765,248.52930138847975,61766.8136486458,2020,,,normal - no transformation,Nepal,Asia,1084.0,"5. Greater than 1,000"
155,2858.0,4112,SDN,POISSON,,1254.1295965226018,1254.1295965226018,1572841.044873944,0.8280083358875077,663.4367669552214,1062.320056774941,1128523.9030263138,2020,,,normal - no transformation,Sudan,Africa,1254.0,"5. Greater than 1,000"
151,2244.0,3790,SSD,Bayesian_ARD,,1545.6676531840349,1545.6676531840349,2389088.494099442,0.47486829110794904,2567.4427483102572,3397.943575321524,11546020.54106882,2020,,,normal - no transformation,South Sudan,Africa,1546.0,"5. Greater than 1,000"
22,-32.0,2011,BRA,POISSON,,2042.8958718535723,2042.8958718535723,4173423.5432363674,0.9466505808390862,463.54878760960315,552.0952315149451,304809.1446615408,2020,,,normal - no transformation,Brazil,South America,2043.0,"5. Greater than 1,000"
45,19362.0,21511,COD,Gamma,,2149.2764973588055,2149.2764973588055,4619389.462098936,0.6427478945998741,951.5669100578862,1132.6164302924585,1282819.9781684317,2020,,,normal - no transformation,"Congo, The Democratic Republic of the",Africa,2149.0,"5. Greater than 1,000"
12,82.0,3719,BGD,Bayesian_ridge,,3637.418993315194,3637.418993315194,13230816.932930117,0.9537731471691174,1831.7227520122792,2284.767253532498,5220161.402814436,2020,,,normal - no transformation,Bangladesh,Asia,3637.0,"5. Greater than 1,000"
34,-988.0,2822,CHN,POISSON,,3809.998070955975,3809.998070955975,14516085.30068825,0.9795355988220175,807.195195263842,1087.7857098395732,1183277.750531184,2020,,,normal - no transformation,China,Asia,3810.0,"5. Greater than 1,000"
74,11237.0,23753,IND,Bayesian_ARD,,12516.055262152106,12516.055262152106,156651639.3252454,0.9846515913522972,4909.046361147293,5687.757288796724,32350582.976260267,2020,,,normal - no transformation,India,Asia,12516.0,"5. Greater than 1,000"
